q [1/A]         I [1/cm]        dI [1/cm]       dq [1/A]
1.673669e-01 	1.030550e-02 	8.305024e-04 	8.073853e-03
1.714997e-01 	8.293200e-03 	8.149820e-04 	8.227151e-03
1.756288e-01 	1.058800e-02 	8.031656e-04 	8.381143e-03
1.797541e-01 	9.381700e-03 	7.930332e-04 	8.535780e-03
1.838754e-01 	8.276600e-03 	7.793436e-04 	8.691014e-03
1.879928e-01 	9.596000e-03 	7.763231e-04 	8.846801e-03
1.921060e-01 	7.720900e-03 	7.596570e-04 	9.003099e-03
1.962151e-01 	9.128000e-03 	7.590041e-04 	9.159869e-03
2.003199e-01 	8.577100e-03 	7.612421e-04 	9.317075e-03
2.044205e-01 	7.661600e-03 	7.761792e-04 	9.474682e-03
2.085166e-01 	7.791200e-03 	7.848410e-04 	9.632658e-03
2.126082e-01 	6.774200e-03 	7.714688e-04 	9.790972e-03
2.166952e-01 	7.337000e-03 	7.649356e-04 	9.949594e-03
2.207776e-01 	9.081500e-03 	7.543174e-04 	1.010850e-02
2.248553e-01 	9.149800e-03 	7.433277e-04 	1.026766e-02
2.289281e-01 	8.814700e-03 	7.214618e-04 	1.042705e-02
2.329961e-01 	9.012200e-03 	7.142484e-04 	1.058665e-02
2.370591e-01 	8.642300e-03 	7.282160e-04 	1.074643e-02
2.411170e-01 	7.972900e-03 	7.644383e-04 	1.090638e-02
2.451699e-01 	7.511100e-03 	8.334443e-04 	1.106647e-02
2.492175e-01 	6.482000e-03 	8.811816e-04 	1.122669e-02
2.532599e-01 	7.114700e-03 	9.395641e-04 	1.138702e-02
2.572970e-01 	4.700000e-03 	9.876247e-04 	1.154744e-02
2.613286e-01 	5.759900e-03 	1.026065e-03 	1.170793e-02
2.653547e-01 	7.945300e-03 	1.067875e-03 	1.186848e-02
2.693753e-01 	5.992200e-03 	1.096430e-03 	1.202908e-02
2.733903e-01 	8.512700e-03 	1.143945e-03 	1.218970e-02
2.773995e-01 	9.478200e-03 	1.193657e-03 	1.235034e-02
2.814030e-01 	1.061740e-02 	1.253462e-03 	1.251099e-02
2.854006e-01 	7.615000e-03 	1.357568e-03 	1.267162e-02
2.893923e-01 	7.196300e-03 	1.411927e-03 	1.283223e-02
2.933780e-01 	5.010700e-03 	1.531881e-03 	1.299281e-02
2.973577e-01 	6.397700e-03 	1.639093e-03 	1.315334e-02
3.013313e-01 	4.896500e-03 	1.741688e-03 	1.331382e-02
