1.620668221232911321e+00 4.495424817645263596e-03
1.720668221232911410e+00 3.030786409315677776e-02
1.820668221232911499e+00 1.093403326614364179e-01
1.920668221232911588e+00 2.305717890340635012e-01
2.020668221232911677e+00 3.693499035658874274e-01
2.120668221232911321e+00 4.949317710523618019e-01
2.220668221232911854e+00 5.825200481445517164e-01
2.320668221232911499e+00 6.708333937557062754e-01
2.420668221232912032e+00 7.024463811830243820e-01
2.520668221232911677e+00 6.970808741426027799e-01
2.620668221232912209e+00 6.851897504314181653e-01
2.720668221232911854e+00 6.470511463333250557e-01
2.820668221232912387e+00 6.025319392682629838e-01
2.920668221232912032e+00 5.758494177699762240e-01
3.020668221232912565e+00 5.233544569961879889e-01
3.120668221232912209e+00 4.801403732652710366e-01
3.220668221232912742e+00 4.116939050740309747e-01
3.320668221232912387e+00 3.677547528241399410e-01
3.420668221232912920e+00 3.062689424150593087e-01
3.520668221232912565e+00 2.637799272031192688e-01
3.620668221232913098e+00 2.286866108847294132e-01
3.720668221232912742e+00 2.015690482750609192e-01
3.820668221232913275e+00 1.589350193593300209e-01
3.920668221232912920e+00 1.281921141547869292e-01
4.020668221232913453e+00 1.078901956234867981e-01
4.120668221232913098e+00 8.932844153772484530e-02
4.220668221232913631e+00 7.337693412027462836e-02
4.320668221232913275e+00 6.409605707739346458e-02
4.420668221232913808e+00 4.538928928783785705e-02
4.520668221232913453e+00 3.581838483736694140e-02
4.620668221232913986e+00 2.798764483243676437e-02
4.720668221232913631e+00 1.856175408576100569e-02
4.820668221232914163e+00 1.711161704781107712e-02
4.920668221232913808e+00 1.319624704534571452e-02
5.020668221232914341e+00 9.135863339085576601e-03
5.120668221232913986e+00 6.960657782160376700e-03
5.220668221232914519e+00 5.220493336620329362e-03
5.320668221232914163e+00 3.190301483490172799e-03
5.420668221232914696e+00 2.900274075900182835e-03
5.520668221232914341e+00 1.885178149335102384e-03
5.620668221232914874e+00 2.175205556925137451e-03
5.720668221232914519e+00 1.015095926565055080e-03
5.820668221232915052e+00 7.250685189750393118e-04
5.920668221232915585e+00 2.900274075900182618e-04
6.020668221232915229e+00 2.900274075900182618e-04
6.120668221232914874e+00 5.800548151800314278e-04
6.220668221232915407e+00 0.000000000000000000e+00
6.320668221232915940e+00 0.000000000000000000e+00
