#q 	 Iexp 	 Ifit_avg 	 Residuals_avg 	 Ifit_weightedavg 	 Residuals_weightedavg 
9.955400e-02 	4.279000e-05 	3.652160e-05 	3.374890e+00 	3.936891e-05 	1.841905e+00 
9.985300e-02 	4.137000e-05 	3.629328e-05 	2.585871e+00 	3.908279e-05 	1.165011e+00 
1.001530e-01 	4.339000e-05 	3.606805e-05 	4.096204e+00 	3.880010e-05 	2.567783e+00 
1.004530e-01 	4.061000e-05 	3.584599e-05 	2.618929e+00 	3.852081e-05 	1.148495e+00 
1.007530e-01 	4.142000e-05 	3.562697e-05 	3.127405e+00 	3.824493e-05 	1.714083e+00 
1.010530e-01 	4.359000e-05 	3.541099e-05 	4.562479e+00 	3.797236e-05 	3.133674e+00 
1.013520e-01 	3.905000e-05 	3.519797e-05 	2.279176e+00 	3.770302e-05 	7.969815e-01 
1.016520e-01 	4.156000e-05 	3.498786e-05 	3.547372e+00 	3.743697e-05 	2.225445e+00 
1.019520e-01 	3.943000e-05 	3.478067e-05 	2.514734e+00 	3.717412e-05 	1.220164e+00 
1.022520e-01 	3.850000e-05 	3.457631e-05 	2.402543e+00 	3.691445e-05 	9.708603e-01 
1.025520e-01 	3.727000e-05 	3.437479e-05 	1.649432e+00 	3.665799e-05 	3.486691e-01 
1.028510e-01 	3.914000e-05 	3.417598e-05 	2.981567e+00 	3.640452e-05 	1.643029e+00 
1.031510e-01 	3.610000e-05 	3.397986e-05 	1.154424e+00 	3.615409e-05 	-2.945323e-02 
1.034510e-01 	4.035000e-05 	3.378648e-05 	3.400961e+00 	3.590674e-05 	2.302325e+00 
1.037510e-01 	3.515000e-05 	3.359568e-05 	8.815240e-01 	3.566232e-05 	-2.905588e-01 
1.040500e-01 	3.777000e-05 	3.340747e-05 	2.385919e+00 	3.542090e-05 	1.284751e+00 
1.043500e-01 	3.700000e-05 	3.322179e-05 	2.162760e+00 	3.518236e-05 	1.040472e+00 
1.046500e-01 	3.450000e-05 	3.303863e-05 	8.665913e-01 	3.494669e-05 	-2.648860e-01 
1.049500e-01 	3.707000e-05 	3.285792e-05 	2.385336e+00 	3.471384e-05 	1.334313e+00 
1.052500e-01 	3.411000e-05 	3.267956e-05 	8.272369e-01 	3.448372e-05 	-2.161255e-01 
1.055490e-01 	3.703000e-05 	3.250362e-05 	2.677600e+00 	3.425638e-05 	1.640748e+00 
1.058490e-01 	3.397000e-05 	3.232998e-05 	9.381804e-01 	3.403181e-05 	-3.535662e-02 
1.061490e-01 	3.330000e-05 	3.215863e-05 	6.428326e-01 	3.380984e-05 	-2.871476e-01 
1.064490e-01 	3.761000e-05 	3.198947e-05 	3.149991e+00 	3.359049e-05 	2.252708e+00 
1.067490e-01 	3.313000e-05 	3.182258e-05 	6.754849e-01 	3.337388e-05 	-1.260013e-01 
1.070480e-01 	3.753000e-05 	3.165772e-05 	3.463465e+00 	3.315955e-05 	2.577683e+00 
1.073480e-01 	3.597000e-05 	3.149506e-05 	2.682863e+00 	3.294796e-05 	1.811806e+00 
1.076480e-01 	3.760000e-05 	3.133441e-05 	3.714325e+00 	3.273875e-05 	2.881809e+00 
1.079480e-01 	3.604000e-05 	3.117575e-05 	2.810776e+00 	3.253201e-05 	2.027067e+00 
1.082480e-01 	3.149000e-05 	3.101910e-05 	2.901626e-01 	3.232771e-05 	-5.161874e-01 
1.085470e-01 	3.351000e-05 	3.086441e-05 	1.599384e+00 	3.212576e-05 	8.368395e-01 
1.088470e-01 	3.425000e-05 	3.071160e-05 	1.994612e+00 	3.192608e-05 	1.310004e+00 
1.091470e-01 	3.557000e-05 	3.056065e-05 	2.662741e+00 	3.172880e-05 	2.041803e+00 
1.094470e-01 	3.746000e-05 	3.041146e-05 	3.927928e+00 	3.153362e-05 	3.302585e+00 
1.097460e-01 	3.344000e-05 	3.026413e-05 	1.804001e+00 	3.134081e-05 	1.192411e+00 
1.100460e-01 	3.122000e-05 	3.011854e-05 	6.266674e-01 	3.115014e-05 	3.974816e-02 
1.103460e-01 	3.416000e-05 	2.997469e-05 	2.637346e+00 	3.096171e-05 	2.015384e+00 
1.106460e-01 	3.160000e-05 	2.983256e-05 	9.816986e-01 	3.077538e-05 	4.580228e-01 
1.109460e-01 	3.295000e-05 	2.969215e-05 	1.950876e+00 	3.059122e-05 	1.412492e+00 
1.112450e-01 	3.274000e-05 	2.955327e-05 	1.846710e+00 	3.040905e-05 	1.350785e+00 
1.115450e-01 	3.001000e-05 	2.941614e-05 	3.860167e-01 	3.022904e-05 	-1.423803e-01 
1.118450e-01 	3.200000e-05 	2.928054e-05 	1.553008e+00 	3.005106e-05 	1.112986e+00 
1.121450e-01 	3.022000e-05 	2.914654e-05 	6.131204e-01 	2.987508e-05 	1.970053e-01 
1.124440e-01 	3.073000e-05 	2.901415e-05 	1.013478e+00 	2.970116e-05 	6.076910e-01 
1.127440e-01 	3.087000e-05 	2.888329e-05 	1.103088e+00 	2.952927e-05 	7.444215e-01 
1.130440e-01 	3.070000e-05 	2.875390e-05 	1.167083e+00 	2.935927e-05 	8.040427e-01 
1.133440e-01 	3.141000e-05 	2.862598e-05 	1.699353e+00 	2.919114e-05 	1.354382e+00 
1.136440e-01 	2.827000e-05 	2.849956e-05 	-1.416689e-01 	2.902502e-05 	-4.659355e-01 
1.139430e-01 	2.910000e-05 	2.837457e-05 	4.212281e-01 	2.886073e-05 	1.389352e-01 
1.142430e-01 	3.201000e-05 	2.825096e-05 	2.092379e+00 	2.869836e-05 	1.843345e+00 
1.145430e-01 	2.804000e-05 	2.812875e-05 	-5.206819e-02 	2.853772e-05 	-2.920177e-01 
1.148430e-01 	3.448000e-05 	2.800788e-05 	3.830776e+00 	2.837898e-05 	3.611126e+00 
1.151420e-01 	3.336000e-05 	2.788833e-05 	3.159996e+00 	2.822194e-05 	2.967328e+00 
1.154420e-01 	3.113000e-05 	2.777007e-05 	1.940177e+00 	2.806667e-05 	1.768909e+00 
1.157420e-01 	3.012000e-05 	2.765313e-05 	1.310902e+00 	2.791321e-05 	1.172695e+00 
1.160420e-01 	2.727000e-05 	2.753744e-05 	-1.608684e-01 	2.776142e-05 	-2.955958e-01 
1.163410e-01 	2.860000e-05 	2.742302e-05 	7.850308e-01 	2.761139e-05 	6.593887e-01 
1.166410e-01 	2.731000e-05 	2.730970e-05 	1.857079e-04 	2.746291e-05 	-9.351391e-02 
1.169410e-01 	2.926000e-05 	2.719761e-05 	1.132490e+00 	2.731610e-05 	1.067428e+00 
1.172410e-01 	3.210000e-05 	2.708673e-05 	2.945198e+00 	2.717096e-05 	2.895710e+00 
1.175400e-01 	2.910000e-05 	2.697691e-05 	1.216754e+00 	2.702737e-05 	1.187836e+00 
1.178400e-01 	3.006000e-05 	2.686822e-05 	1.651197e+00 	2.688540e-05 	1.642309e+00 
1.181400e-01 	2.782000e-05 	2.676059e-05 	5.840770e-01 	2.674486e-05 	5.927522e-01 
1.184400e-01 	2.858000e-05 	2.665404e-05 	1.105355e+00 	2.660594e-05 	1.132962e+00 
1.187400e-01 	2.795000e-05 	2.654855e-05 	8.957810e-01 	2.646846e-05 	9.469721e-01 
1.190390e-01 	2.760000e-05 	2.644406e-05 	6.396185e-01 	2.633249e-05 	7.013551e-01 
1.193390e-01 	3.018000e-05 	2.634057e-05 	2.351256e+00 	2.619799e-05 	2.438572e+00 
1.196390e-01 	2.572000e-05 	2.623809e-05 	-3.119128e-01 	2.606499e-05 	-2.076954e-01 
1.199390e-01 	2.823000e-05 	2.613652e-05 	1.390370e+00 	2.593331e-05 	1.525330e+00 
1.202380e-01 	2.618000e-05 	2.603587e-05 	9.060761e-02 	2.580300e-05 	2.370020e-01 
1.205380e-01 	2.533000e-05 	2.593620e-05 	-3.793282e-01 	2.567419e-05 	-2.153753e-01 
1.208380e-01 	2.590000e-05 	2.583733e-05 	4.123834e-02 	2.554666e-05 	2.325241e-01 
1.211380e-01 	2.834000e-05 	2.573940e-05 	1.486458e+00 	2.542042e-05 	1.668779e+00 
1.214370e-01 	2.431000e-05 	2.564234e-05 	-7.829602e-01 	2.529560e-05 	-5.791968e-01 
1.217370e-01 	3.004000e-05 	2.554603e-05 	2.886093e+00 	2.517192e-05 	3.126357e+00 
1.220370e-01 	2.760000e-05 	2.545062e-05 	1.301498e+00 	2.504966e-05 	1.544288e+00 
1.223370e-01 	2.667000e-05 	2.535597e-05 	8.386395e-01 	2.492855e-05 	1.111426e+00 
1.226360e-01 	2.450000e-05 	2.526205e-05 	-4.265002e-01 	2.480866e-05 	-1.727490e-01 
1.229360e-01 	2.901000e-05 	2.516899e-05 	2.290872e+00 	2.469007e-05 	2.576512e+00 
1.232360e-01 	2.986000e-05 	2.507663e-05 	2.911529e+00 	2.457254e-05 	3.218356e+00 
1.235360e-01 	2.644000e-05 	2.498499e-05 	7.646402e-01 	2.445631e-05 	1.042477e+00 
1.238350e-01 	2.690000e-05 	2.489408e-05 	1.291842e+00 	2.434115e-05 	1.647934e+00 
1.241350e-01 	2.477000e-05 	2.480388e-05 	-2.060688e-02 	2.422719e-05 	3.301566e-01 
1.244350e-01 	2.402000e-05 	2.471434e-05 	-3.840017e-01 	2.411424e-05 	-5.211937e-02 
1.247350e-01 	2.614000e-05 	2.462549e-05 	8.571908e-01 	2.400246e-05 	1.209817e+00 
1.250340e-01 	2.735000e-05 	2.453729e-05 	1.250734e+00 	2.389178e-05 	1.537774e+00 
1.253340e-01 	2.339000e-05 	2.444979e-05 	-6.252567e-01 	2.378223e-05 	-2.314086e-01 
1.256340e-01 	2.639000e-05 	2.436286e-05 	1.187699e+00 	2.367364e-05 	1.591515e+00 
1.259340e-01 	2.633000e-05 	2.427657e-05 	1.143374e+00 	2.356618e-05 	1.538931e+00 
1.262330e-01 	2.182000e-05 	2.419091e-05 	-1.526887e+00 	2.345972e-05 	-1.055992e+00 
1.265330e-01 	2.412000e-05 	2.410587e-05 	9.071317e-03 	2.335426e-05 	4.916775e-01 
1.268330e-01 	2.663000e-05 	2.402135e-05 	1.567663e+00 	2.324978e-05 	2.031333e+00 
1.271330e-01 	2.237000e-05 	2.393741e-05 	-7.720183e-01 	2.314632e-05 	-3.823749e-01 
1.274320e-01 	2.285000e-05 	2.385406e-05 	-5.889575e-01 	2.304382e-05 	-1.136871e-01 
1.277320e-01 	2.172000e-05 	2.377124e-05 	-1.181073e+00 	2.294225e-05 	-7.037562e-01 
1.280320e-01 	2.470000e-05 	2.368894e-05 	5.385859e-01 	2.284164e-05 	9.899354e-01 
1.283320e-01 	2.746000e-05 	2.360715e-05 	2.190645e+00 	2.274191e-05 	2.682596e+00 
1.286310e-01 	2.140000e-05 	2.352586e-05 	-1.331961e+00 	2.264310e-05 	-7.788700e-01 
1.289310e-01 	2.610000e-05 	2.344513e-05 	1.639187e+00 	2.254526e-05 	2.194789e+00 
1.292310e-01 	2.457000e-05 	2.336483e-05 	7.635539e-01 	2.244824e-05 	1.344273e+00 
1.295310e-01 	2.532000e-05 	2.328499e-05 	1.101558e+00 	2.235206e-05 	1.606553e+00 
1.298300e-01 	2.231000e-05 	2.320557e-05 	-5.582352e-01 	2.225669e-05 	3.322751e-02 
1.301300e-01 	2.199000e-05 	2.312664e-05 	-6.957077e-01 	2.216214e-05 	-1.053653e-01 
1.304300e-01 	2.161000e-05 	2.304817e-05 	-8.285389e-01 	2.206855e-05 	-2.641712e-01 
1.307290e-01 	2.163000e-05 	2.297011e-05 	-2.356792e-01 	2.197565e-05 	-6.078837e-02 
1.310290e-01 	2.280000e-05 	2.289253e-05 	-1.931068e-04 	2.188367e-05 	1.912282e-03 
1.313290e-01 	2.414000e-05 	2.281524e-05 	8.624951e-01 	2.179228e-05 	1.528499e+00 
1.316290e-01 	2.415000e-05 	2.273843e-05 	8.813348e-01 	2.170184e-05 	1.528545e+00 
1.319280e-01 	2.040000e-05 	2.266198e-05 	-1.395442e+00 	2.161208e-05 	-7.477500e-01 
1.322280e-01 	2.326000e-05 	2.258587e-05 	4.005208e-01 	2.152308e-05 	1.031966e+00 
1.325280e-01 	2.447000e-05 	2.251017e-05 	1.266015e+00 	2.143476e-05 	1.960711e+00 
1.328280e-01 	2.359000e-05 	2.243482e-05 	6.104246e-01 	2.134724e-05 	1.185125e+00 
1.331270e-01 	2.058000e-05 	2.235985e-05 	-1.062510e+00 	2.126037e-05 	-4.061603e-01 
1.334270e-01 	2.029000e-05 	2.228514e-05 	-1.024455e+00 	2.117418e-05 	-4.540042e-01 
1.337270e-01 	2.239000e-05 	2.221086e-05 	1.037318e-01 	2.108875e-05 	7.534852e-01 
1.340270e-01 	1.897000e-05 	2.213687e-05 	-1.772055e+00 	2.100398e-05 	-1.138133e+00 
1.343260e-01 	1.941000e-05 	2.206316e-05 	-1.688573e+00 	2.091986e-05 	-9.609348e-01 
1.346260e-01 	2.285000e-05 	2.198975e-05 	4.809541e-01 	2.083633e-05 	1.125817e+00 
1.349260e-01 	1.824000e-05 	2.191667e-05 	-2.626892e+00 	2.075348e-05 	-1.795821e+00 
1.352250e-01 	2.190000e-05 	2.184384e-05 	3.562864e-02 	2.067123e-05 	7.795298e-01 
1.355250e-01 	2.167000e-05 	2.177134e-05 	-5.873223e-02 	2.058964e-05 	6.261321e-01 
1.358250e-01 	2.186000e-05 	2.169910e-05 	9.763634e-02 	2.050861e-05 	8.200643e-01 
1.361250e-01 	2.165000e-05 	2.162709e-05 	1.317383e-02 	2.042818e-05 	7.025471e-01 
1.364240e-01 	2.261000e-05 	2.155534e-05 	6.874696e-01 	2.034832e-05 	1.474257e+00 
1.367240e-01 	2.183000e-05 	2.148390e-05 	2.060606e-01 	2.026910e-05 	9.293315e-01 
1.370240e-01 	2.021000e-05 	2.141266e-05 	-7.100853e-01 	2.019042e-05 	1.156093e-02 
1.373230e-01 	2.041000e-05 	2.134170e-05 	-6.034752e-01 	2.011229e-05 	1.928277e-01 
1.376230e-01 	2.195000e-05 	2.127098e-05 	3.634808e-01 	2.003473e-05 	1.025248e+00 
1.379230e-01 	2.229000e-05 	2.120050e-05 	6.065701e-01 	1.995773e-05 	1.298472e+00 
1.382230e-01 	2.238000e-05 	2.113014e-05 	7.709126e-01 	1.988111e-05 	1.541311e+00 
1.385220e-01 	2.077000e-05 	2.106008e-05 	-1.767543e-01 	1.980508e-05 	5.879469e-01 
1.388220e-01 	1.955000e-05 	2.099020e-05 	-9.599056e-01 	1.972958e-05 	-1.196931e-01 
1.391220e-01 	1.872000e-05 	2.092058e-05 	-1.249380e+00 	1.965460e-05 	-5.306223e-01 
1.394210e-01 	2.203000e-05 	2.085110e-05 	8.236035e-01 	1.958006e-05 	1.711575e+00 
1.397210e-01 	2.147000e-05 	2.078186e-05 	4.669248e-01 	1.950605e-05 	1.332602e+00 
1.400210e-01 	2.123000e-05 	2.071276e-05 	2.637238e-01 	1.943245e-05 	9.165118e-01 
1.403210e-01 	2.096000e-05 	2.064386e-05 	2.014796e-01 	1.935935e-05 	1.020111e+00 
1.406200e-01 	2.184000e-05 	2.057516e-05 	8.246163e-01 	1.928665e-05 	1.664661e+00 
1.409200e-01 	2.122000e-05 	2.050665e-05 	4.382033e-01 	1.921453e-05 	1.231941e+00 
1.412200e-01 	1.722000e-05 	2.043823e-05 	-2.095300e+00 	1.914266e-05 	-1.251791e+00 
1.415190e-01 	1.826000e-05 	2.037004e-05 	-1.459905e+00 	1.907135e-05 	-5.613593e-01 
1.418190e-01 	1.977000e-05 	2.030201e-05 	-3.459055e-01 	1.900047e-05 	5.003350e-01 
1.421190e-01 	1.904000e-05 	2.023409e-05 	-6.940219e-01 	1.892991e-05 	6.398385e-02 
1.424190e-01 	1.928000e-05 	2.016633e-05 	-5.086155e-01 	1.885976e-05 	2.411496e-01 
1.427180e-01 	2.305000e-05 	2.009874e-05 	1.796499e+00 	1.879004e-05 	2.593139e+00 
1.430180e-01 	1.880000e-05 	2.003124e-05 	-7.637956e-01 	1.872068e-05 	4.920605e-02 
1.433180e-01 	1.799000e-05 	1.996391e-05 	-1.256399e+00 	1.865172e-05 	-4.211869e-01 
1.436170e-01 	1.728000e-05 	1.989671e-05 	-1.663614e+00 	1.858309e-05 	-8.284573e-01 
1.439170e-01 	1.909000e-05 	1.982962e-05 	-4.275272e-01 	1.851485e-05 	3.324573e-01 
1.442170e-01 	1.842000e-05 	1.976270e-05 	-8.751148e-01 	1.844698e-05 	-1.758268e-02 
1.445160e-01 	1.984000e-05 	1.969587e-05 	7.911329e-02 	1.837943e-05 	8.017096e-01 
1.448160e-01 	2.068000e-05 	1.962912e-05 	6.149839e-01 	1.831222e-05 	1.385647e+00 
1.451160e-01 	1.855000e-05 	1.956253e-05 	-6.823464e-01 	1.824534e-05 	2.053081e-01 
1.454160e-01 	1.619000e-05 	1.949609e-05 	-1.829305e+00 	1.817890e-05 	-1.100487e+00 
1.457150e-01 	1.922000e-05 	1.942974e-05 	-1.279106e-01 	1.811272e-05 	6.752693e-01 
1.460150e-01 	2.074000e-05 	1.936347e-05 	6.598956e-01 	1.804686e-05 	1.291068e+00 
1.463150e-01 	1.812000e-05 	1.929729e-05 	-5.672792e-01 	1.798123e-05 	6.686641e-02 
1.466140e-01 	1.860000e-05 	1.923128e-05 	-3.303897e-01 	1.791608e-05 	3.579435e-01 
1.469140e-01 	1.788000e-05 	1.916529e-05 	-7.395329e-01 	1.785108e-05 	1.663920e-02 
1.472140e-01 	1.591000e-05 	1.909945e-05 	-1.971855e+00 	1.778646e-05 	-1.160109e+00 
1.475130e-01 	1.758000e-05 	1.903373e-05 	-8.222232e-01 	1.772215e-05 	-8.040203e-02 
1.478130e-01 	1.707000e-05 	1.896806e-05 	-1.023500e+00 	1.765810e-05 	-3.171257e-01 
1.481130e-01 	1.693000e-05 	1.890247e-05 	-1.446917e+00 	1.759432e-05 	-4.873152e-01 
1.484130e-01 	1.749000e-05 	1.883705e-05 	-7.737718e-01 	1.753086e-05 	-2.346893e-02 
1.487120e-01 	1.982000e-05 	1.877165e-05 	6.514678e-01 	1.746766e-05 	1.461800e+00 
1.490120e-01 	1.841000e-05 	1.870634e-05 	-1.374307e-01 	1.740472e-05 	4.662143e-01 
1.493120e-01 	1.661000e-05 	1.864110e-05 	-1.199777e+00 	1.734196e-05 	-4.323698e-01 
1.496110e-01 	1.769000e-05 	1.857600e-05 	-5.690944e-01 	1.727960e-05 	2.636092e-01 
1.499110e-01 	1.571000e-05 	1.851095e-05 	-1.882522e+00 	1.721737e-05 	-1.013105e+00 
1.502110e-01 	1.549000e-05 	1.844594e-05 	-1.545369e+00 	1.715542e-05 	-8.706849e-01 
1.505100e-01 	1.590000e-05 	1.838104e-05 	-1.616594e+00 	1.709371e-05 	-7.777942e-01 
1.508100e-01 	1.495000e-05 	1.831620e-05 	-1.656754e+00 	1.703226e-05 	-1.024836e+00 
1.511100e-01 	1.680000e-05 	1.825149e-05 	-9.889858e-01 	1.697110e-05 	-1.165814e-01 
1.514090e-01 	1.569000e-05 	1.818685e-05 	-1.334406e+00 	1.691018e-05 	-6.521094e-01 
1.517090e-01 	1.467000e-05 	1.812223e-05 	-2.162576e+00 	1.684938e-05 	-1.365225e+00 
1.520090e-01 	1.488000e-05 	1.805767e-05 	-1.990582e+00 	1.678879e-05 	-1.195721e+00 
1.523080e-01 	1.793000e-05 	1.799326e-05 	-4.385728e-02 	1.672853e-05 	8.329427e-01 
1.526080e-01 	1.703000e-05 	1.792893e-05 	-5.742336e-01 	1.666851e-05 	2.309203e-01 
1.529080e-01 	1.669000e-05 	1.786461e-05 	-8.101375e-01 	1.660861e-05 	5.613815e-02 
1.532070e-01 	1.807000e-05 	1.780034e-05 	1.695081e-01 	1.654891e-05 	9.561607e-01 
1.535070e-01 	1.604000e-05 	1.773622e-05 	-1.086892e+00 	1.648946e-05 	-2.880002e-01 
1.538070e-01 	1.673000e-05 	1.767217e-05 	-5.326493e-01 	1.643024e-05 	1.694664e-01 
1.541060e-01 	1.644000e-05 	1.760812e-05 	-8.229818e-01 	1.637114e-05 	4.851595e-02 
1.544060e-01 	1.782000e-05 	1.754419e-05 	1.550515e-01 	1.631228e-05 	8.475884e-01 
1.547060e-01 	1.909000e-05 	1.748029e-05 	1.002804e+00 	1.625357e-05 	1.767024e+00 
1.550050e-01 	1.729000e-05 	1.741649e-05 	-8.573762e-02 	1.619503e-05 	7.421988e-01 
1.553050e-01 	1.571000e-05 	1.735274e-05 	-1.029910e+00 	1.613677e-05 	-2.675605e-01 
1.556050e-01 	1.746000e-05 	1.728905e-05 	1.041798e-01 	1.607860e-05 	8.418617e-01 
1.559040e-01 	1.331000e-05 	1.722542e-05 	-1.781732e+00 	1.602062e-05 	-1.233481e+00 
1.562040e-01 	1.650000e-05 	1.716191e-05 	-4.780006e-01 	1.596286e-05 	3.879012e-01 
1.565040e-01 	1.424000e-05 	1.709846e-05 	-1.822193e-01 	1.590530e-05 	-1.061582e-01 
1.568030e-01 	1.705000e-05 	1.703508e-05 	7.768795e-03 	1.584787e-05 	6.259124e-01 
1.571030e-01 	1.659000e-05 	1.697175e-05 	-1.439802e-01 	1.579059e-05 	3.015020e-01 
1.574030e-01 	1.192000e-05 	1.690845e-05 	-2.697266e+00 	1.573344e-05 	-2.061934e+00 
1.577020e-01 	1.682000e-05 	1.684529e-05 	-9.978493e-03 	1.567656e-05 	4.511270e-01 
1.580020e-01 	1.109000e-05 	1.678222e-05 	-4.329149e+00 	1.561978e-05 	-3.445071e+00 
1.583020e-01 	1.862000e-05 	1.671916e-05 	1.075221e+00 	1.556321e-05 	1.729089e+00 
1.586010e-01 	1.673000e-05 	1.665619e-05 	5.365368e-02 	1.550677e-05 	8.891924e-01 
1.589010e-01 	1.261000e-05 	1.659332e-05 	-2.537248e+00 	1.545046e-05 	-1.809281e+00 
1.592010e-01 	1.542000e-05 	1.653046e-05 	-6.272829e-01 	1.539429e-05 	1.452315e-02 
1.595000e-01 	1.412000e-05 	1.646777e-05 	-2.023324e+00 	1.533834e-05 	-1.049978e+00 
1.598000e-01 	1.567000e-05 	1.640510e-05 	-5.001034e-01 	1.528257e-05 	2.635761e-01 
1.601000e-01 	1.441000e-05 	1.634249e-05 	-1.161109e+00 	1.522685e-05 	-4.907942e-01 
1.603990e-01 	1.547000e-05 	1.628001e-05 	-5.802063e-01 	1.517139e-05 	2.138967e-01 
1.606990e-01 	1.523000e-05 	1.621762e-05 	-7.365523e-01 	1.511600e-05 	8.502159e-02 
1.609990e-01 	1.317000e-05 	1.615525e-05 	-1.633739e+00 	1.506075e-05 	-1.034751e+00 
1.612980e-01 	1.534000e-05 	1.609304e-05 	-4.696548e-01 	1.500574e-05 	2.084727e-01 
1.615980e-01 	1.405000e-05 	1.603084e-05 	-9.637675e-01 	1.495076e-05 	-4.382600e-01 
1.618980e-01 	1.474000e-05 	1.596877e-05 	-6.980037e-01 	1.489595e-05 	-8.858537e-02 
1.621970e-01 	1.261000e-05 	1.590677e-05 	-2.076442e+00 	1.484137e-05 	-1.405413e+00 
1.624970e-01 	1.688000e-05 	1.584487e-05 	5.813519e-01 	1.478683e-05 	1.175568e+00 
1.627970e-01 	1.483000e-05 	1.578305e-05 	-7.417182e-01 	1.473246e-05 	7.591150e-02 
1.630960e-01 	1.329000e-05 	1.572132e-05 	-1.595585e+00 	1.467823e-05 	-9.110447e-01 
1.633960e-01 	1.300000e-05 	1.565964e-05 	-5.621369e-01 	1.462410e-05 	-3.432679e-01 
1.636960e-01 	1.523000e-05 	1.559814e-05 	-2.080020e-01 	1.457018e-05 	3.728082e-01 
1.639950e-01 	1.473000e-05 	1.553667e-05 	-5.076682e-01 	1.451639e-05 	1.344346e-01 
1.642950e-01 	1.329000e-05 	1.547532e-05 	-1.380600e+00 	1.446272e-05 	-7.408777e-01 
1.645950e-01 	1.251000e-05 	1.541409e-05 	-3.176255e-01 	1.440916e-05 	-2.077147e-01 
1.648940e-01 	1.247000e-05 	1.535293e-05 	-1.487222e+00 	1.435572e-05 	-9.727880e-01 
1.651940e-01 	1.298000e-05 	1.529189e-05 	-1.681463e+00 	1.430250e-05 	-9.618715e-01 
1.654930e-01 	1.488000e-05 	1.523095e-05 	-2.580706e-01 	1.424933e-05 	4.637680e-01 
1.657930e-01 	1.315000e-05 	1.517009e-05 	-1.784746e+00 	1.419634e-05 	-9.244435e-01 
1.660930e-01 	1.490000e-05 	1.510931e-05 	-1.289421e-01 	1.414348e-05 	4.660398e-01 
1.663920e-01 	1.325000e-05 	1.504871e-05 	-1.275383e+00 	1.409073e-05 	-5.961228e-01 
1.666920e-01 	1.268000e-05 	1.498821e-05 	-1.694629e+00 	1.403816e-05 	-9.971239e-01 
1.669920e-01 	1.358000e-05 	1.492783e-05 	-9.092300e-01 	1.398575e-05 	-2.737156e-01 
1.672910e-01 	1.236000e-05 	1.486749e-05 	-1.191373e+00 	1.393337e-05 	-7.475521e-01 
1.675910e-01 	1.321000e-05 	1.480732e-05 	-1.147659e+00 	1.388116e-05 	-4.822218e-01 
1.678910e-01 	1.185000e-05 	1.474724e-05 	-1.835628e+00 	1.382908e-05 	-1.253900e+00 
1.681900e-01 	1.310000e-05 	1.468731e-05 	-1.160788e+00 	1.377717e-05 	-4.952141e-01 
1.684900e-01 	1.167000e-05 	1.462747e-05 	-1.723443e+00 	1.372533e-05 	-1.197729e+00 
1.687890e-01 	1.179000e-05 	1.456774e-05 	-2.061355e+00 	1.367365e-05 	-1.397853e+00 
1.690890e-01 	1.259000e-05 	1.450819e-05 	-1.574079e+00 	1.362216e-05 	-8.469987e-01 
1.693890e-01 	1.508000e-05 	1.444870e-05 	4.513679e-01 	1.357071e-05 	1.079108e+00 
1.696880e-01 	1.142000e-05 	1.438932e-05 	-1.140725e+00 	1.351938e-05 	-8.065193e-01 
1.699880e-01 	9.080000e-06 	1.433009e-05 	-3.241404e+00 	1.346823e-05 	-2.709294e+00 
1.702880e-01 	1.314000e-05 	1.427103e-05 	-7.586759e-01 	1.341726e-05 	-1.859805e-01 
1.705870e-01 	1.105000e-05 	1.421209e-05 	-2.000170e+00 	1.336640e-05 	-1.465229e+00 
1.708870e-01 	1.339000e-05 	1.415325e-05 	-4.928429e-01 	1.331561e-05 	4.803753e-02 
1.711860e-01 	1.447000e-05 	1.409456e-05 	2.124787e-01 	1.326497e-05 	6.819709e-01 
1.714860e-01 	1.055000e-05 	1.403598e-05 	-1.904930e+00 	1.321445e-05 	-1.456001e+00 
1.717860e-01 	1.085000e-05 	1.397757e-05 	-2.000403e+00 	1.316408e-05 	-1.480095e+00 
1.720850e-01 	1.172000e-05 	1.391923e-05 	-1.259873e+00 	1.311385e-05 	-7.984907e-01 
1.723850e-01 	1.085000e-05 	1.386106e-05 	-2.322304e+00 	1.306366e-05 	-1.707306e+00 
1.726850e-01 	1.316000e-05 	1.380304e-05 	-3.101619e-01 	1.301368e-05 	7.057395e-02 
1.729840e-01 	1.007000e-05 	1.374514e-05 	-2.942611e+00 	1.296381e-05 	-2.317016e+00 
1.732840e-01 	1.098000e-05 	1.368741e-05 	-3.436758e-02 	1.291409e-05 	-2.455111e-02 
1.735830e-01 	1.177000e-05 	1.362982e-05 	-1.023518e+00 	1.286445e-05 	-6.023114e-01 
1.738830e-01 	1.330000e-05 	1.357235e-05 	-1.676951e-01 	1.281498e-05 	2.986393e-01 
1.741830e-01 	1.187000e-05 	1.351505e-05 	-1.203122e+00 	1.276568e-05 	-6.550611e-01 
1.744820e-01 	1.200000e-05 	1.345787e-05 	-1.013457e+00 	1.271640e-05 	-4.980102e-01 
1.747820e-01 	1.027000e-05 	1.340086e-05 	-2.174955e+00 	1.266732e-05 	-1.665377e+00 
1.750810e-01 	1.152000e-05 	1.334404e-05 	-1.125707e+00 	1.261839e-05 	-6.778734e-01 
