# Nygaard Kirkwood HullRad SAXS_weights
3.311685919908526898e+00 2.557317972183227539e+00 4.325999999999999623e+00 9.788899999999999739e-05
2.917892106784785611e+00 2.385962724685668945e+00 3.955000000000000071e+00 8.045299999999999696e-05
3.275458347508265255e+00 2.499076366424560547e+00 3.580000000000000071e+00 6.267099999999999678e-05
3.327168588249318049e+00 2.613036394119262695e+00 4.163000000000000256e+00 9.935899999999999517e-05
3.580089694840007830e+00 2.838076353073120117e+00 3.467000000000000082e+00 4.086599999999999803e-05
3.563640261563900680e+00 2.720476150512695312e+00 3.926000000000000156e+00 7.626099999999999372e-05
3.830145640787883998e+00 3.179466485977172852e+00 3.237000000000000099e+00 5.368400000000000304e-05
3.169809757314756116e+00 2.667197465896606445e+00 3.934000000000000163e+00 5.733499999999999908e-05
3.294177550475500205e+00 2.589335918426513672e+00 4.176999999999999602e+00 1.022199999999999937e-04
3.145186033369868461e+00 2.546368360519409180e+00 4.391000000000000014e+00 9.913199999999999887e-05
3.242135025952061600e+00 2.778765201568603516e+00 4.108999999999999986e+00 7.278299999999999755e-05
3.015484469808827672e+00 2.572567939758300781e+00 3.447000000000000064e+00 6.201499999999999493e-05
3.352398881944564923e+00 2.701462984085083008e+00 3.432999999999999829e+00 3.976599999999999840e-05
3.675367593627118623e+00 2.921846866607666016e+00 3.116999999999999993e+00 3.025200000000000106e-05
3.923522459193928391e+00 3.144968748092651367e+00 3.540000000000000036e+00 6.998999999999999905e-05
3.949751977207282660e+00 3.236027002334594727e+00 3.407999999999999918e+00 5.817300000000000021e-05
3.744563175175628977e+00 3.139570951461791992e+00 3.938000000000000167e+00 9.718000000000000130e-05
3.150800911221460332e+00 2.613125801086425781e+00 4.001999999999999780e+00 9.348699999999999447e-05
3.142842336471549647e+00 2.500744342803955078e+00 3.189999999999999947e+00 3.607599999999999815e-05
3.451546383327399603e+00 2.891071796417236328e+00 3.225000000000000089e+00 4.753100000000000283e-05
2.923947350105227549e+00 2.339124917984008789e+00 3.314000000000000057e+00 4.367599999999999993e-05
3.030825599405948090e+00 2.446483612060546875e+00 3.189999999999999947e+00 3.477700000000000263e-05
2.684896261419781105e+00 2.212765693664550781e+00 3.431999999999999940e+00 4.744599999999999941e-05
2.578578546251010017e+00 2.072582960128784180e+00 3.742999999999999883e+00 5.844300000000000271e-05
3.230779571685231222e+00 2.548316001892089844e+00 3.705000000000000071e+00 4.993999999999999958e-05
2.992334029048662192e+00 2.312786340713500977e+00 3.202999999999999847e+00 3.262600000000000238e-05
3.128069573653550428e+00 2.457635402679443359e+00 3.314999999999999947e+00 4.176700000000000177e-05
2.896496609468115047e+00 2.385227441787719727e+00 2.919000000000000039e+00 2.176300000000000153e-05
3.064708814438386941e+00 2.580706834793090820e+00 3.354000000000000092e+00 3.549499999999999812e-05
3.288404699889098559e+00 2.707453012466430664e+00 3.186999999999999833e+00 3.761100000000000294e-05
3.518266413407122428e+00 2.888408422470092773e+00 3.249000000000000110e+00 3.851600000000000190e-05
3.754911317890351263e+00 2.964483499526977539e+00 3.298000000000000043e+00 4.137899999999999803e-05
4.094203853067392984e+00 3.246817588806152344e+00 3.495999999999999996e+00 5.718800000000000202e-05
4.124158296830200854e+00 3.264344453811645508e+00 4.642999999999999794e+00 1.207800000000000057e-04
3.489218411130754482e+00 2.845962762832641602e+00 4.019000000000000128e+00 7.979099999999999550e-05
3.187231481807846656e+00 2.589065551757812500e+00 3.519000000000000128e+00 6.140999999999999649e-05
3.865178432409948073e+00 3.091448545455932617e+00 3.652000000000000135e+00 1.036999999999999999e-04
3.712864885418533767e+00 3.273708820343017578e+00 3.109999999999999876e+00 2.835900000000000072e-05
2.910488559157996313e+00 2.417817354202270508e+00 3.166999999999999815e+00 2.813500000000000083e-05
2.959699102645060531e+00 2.423359870910644531e+00 3.406000000000000139e+00 4.503199999999999846e-05
3.843237379915688479e+00 2.953404426574707031e+00 3.464999999999999858e+00 7.097500000000000401e-05
4.164125853824391932e+00 3.435161590576171875e+00 3.577999999999999847e+00 6.007700000000000095e-05
4.061589431124319027e+00 3.416080236434936523e+00 3.317000000000000171e+00 4.485700000000000098e-05
3.627697454310821801e+00 2.954585790634155273e+00 3.466000000000000192e+00 4.806599999999999686e-05
3.241928520805500646e+00 2.733274459838867188e+00 3.706999999999999851e+00 6.022900000000000221e-05
3.021456018345268113e+00 2.532225847244262695e+00 4.483999999999999986e+00 1.055099999999999978e-04
3.085125733865961450e+00 2.532336235046386719e+00 3.580999999999999961e+00 4.764100000000000008e-05
3.286503316772990679e+00 2.749508142471313477e+00 3.446000000000000174e+00 5.750000000000000174e-05
3.221419083961350793e+00 2.443216800689697266e+00 3.379000000000000004e+00 3.475299999999999744e-05
2.669162681766704015e+00 2.126146078109741211e+00 3.208000000000000185e+00 3.125700000000000245e-05
2.881261125970996595e+00 2.334382534027099609e+00 3.626999999999999780e+00 6.360100000000000313e-05
3.201457580166342520e+00 2.433275461196899414e+00 3.709000000000000075e+00 7.422700000000000608e-05
3.023751145968667231e+00 2.471700191497802734e+00 3.065999999999999837e+00 3.052800000000000316e-05
3.562013109943925393e+00 2.824436902999877930e+00 3.476999999999999869e+00 3.831599999999999703e-05
3.163957946038520319e+00 2.442780494689941406e+00 3.838000000000000078e+00 7.270600000000000489e-05
3.251914591698219503e+00 2.633654356002807617e+00 4.008000000000000007e+00 7.243099999999999821e-05
3.716548639335011561e+00 2.891188144683837891e+00 3.626999999999999780e+00 6.014900000000000297e-05
3.938480661690911599e+00 2.904265880584716797e+00 3.374000000000000110e+00 3.720699999999999800e-05
3.496591245484960808e+00 2.848672866821289062e+00 3.238999999999999879e+00 3.393600000000000170e-05
2.864404977997470958e+00 2.403010606765747070e+00 3.305000000000000160e+00 4.221800000000000135e-05
2.762898048134021955e+00 2.243816137313842773e+00 3.588999999999999968e+00 5.885900000000000008e-05
3.352122179897465859e+00 2.610027790069580078e+00 3.721000000000000085e+00 5.992399999999999750e-05
3.529969213514318138e+00 2.752394914627075195e+00 3.552000000000000046e+00 6.797600000000000105e-05
2.899903155772289409e+00 2.342827081680297852e+00 3.390000000000000124e+00 5.792199999999999872e-05
2.838019486360920496e+00 2.345162391662597656e+00 4.102000000000000313e+00 8.515400000000000497e-05
2.936591292979957135e+00 2.400084018707275391e+00 3.600000000000000089e+00 6.026600000000000202e-05
2.805448670455598759e+00 2.273916244506835938e+00 3.524000000000000021e+00 4.151900000000000008e-05
2.924190744130588548e+00 2.436225652694702148e+00 3.802000000000000046e+00 8.855800000000000152e-05
2.941791329149048284e+00 2.317837715148925781e+00 4.208999999999999631e+00 9.157400000000000110e-05
2.983990561387250828e+00 2.365218877792358398e+00 4.027000000000000135e+00 9.667699999999999612e-05
3.133821129077953849e+00 2.593593597412109375e+00 3.971999999999999975e+00 7.416699999999999649e-05
2.909821549794606721e+00 2.395542621612548828e+00 3.337000000000000188e+00 4.845599999999999821e-05
3.221828525487232753e+00 2.587152242660522461e+00 3.387000000000000011e+00 4.113300000000000073e-05
3.429947056844269149e+00 2.656319141387939453e+00 2.944999999999999840e+00 2.676999999999999950e-05
3.252993344240767470e+00 2.572469711303710938e+00 3.108999999999999986e+00 2.805600000000000040e-05
2.988215985013728648e+00 2.374658823013305664e+00 3.367999999999999883e+00 4.526200000000000134e-05
2.971426614488649864e+00 2.340456724166870117e+00 3.565999999999999837e+00 6.594400000000000424e-05
3.055269920585352850e+00 2.435532093048095703e+00 3.879999999999999893e+00 6.407800000000000551e-05
3.256125525323702696e+00 2.624644041061401367e+00 2.944999999999999840e+00 2.112199999999999869e-05
2.616931981865429968e+00 2.147530555725097656e+00 2.947000000000000064e+00 2.458700000000000024e-05
3.439331446402004389e+00 2.745177030563354492e+00 3.128000000000000114e+00 3.062799999999999881e-05
3.659669837677555826e+00 2.830422878265380859e+00 3.403999999999999915e+00 4.754699999999999725e-05
3.254873466124190706e+00 2.699168920516967773e+00 3.307999999999999829e+00 4.189199999999999803e-05
3.430519235254275934e+00 2.688398599624633789e+00 3.088000000000000078e+00 2.144300000000000120e-05
3.179140872196342560e+00 2.577185630798339844e+00 2.962000000000000188e+00 2.913300000000000042e-05
2.833389557977370465e+00 2.251527309417724609e+00 2.999000000000000110e+00 3.663799999999999718e-05
3.235976909949583646e+00 2.649301290512084961e+00 2.886000000000000121e+00 2.370399999999999870e-05
3.364054496545181738e+00 2.665165424346923828e+00 2.926000000000000156e+00 2.425399999999999851e-05
3.446168698100389172e+00 2.828480243682861328e+00 3.334999999999999964e+00 4.596199999999999803e-05
3.314101066859931333e+00 2.771801233291625977e+00 3.670999999999999819e+00 7.942799999999999915e-05
3.182318314690673056e+00 2.699973344802856445e+00 3.403000000000000025e+00 4.642299999999999920e-05
3.507442950971104700e+00 2.885385036468505859e+00 3.040999999999999925e+00 2.694400000000000156e-05
3.070495730234691578e+00 2.618125915527343750e+00 4.006999999999999673e+00 6.966400000000000251e-05
3.001025640748456791e+00 2.489530086517333984e+00 3.392999999999999794e+00 4.421200000000000292e-05
3.908371913138702247e+00 3.094522476196289062e+00 2.927000000000000046e+00 2.718500000000000145e-05
4.245742895782410820e+00 3.299096345901489258e+00 3.004000000000000004e+00 1.921300000000000053e-05
4.225865409683690288e+00 3.246234416961669922e+00 3.370999999999999996e+00 3.636500000000000165e-05
4.395146749102310402e+00 3.624748706817626953e+00 3.436999999999999833e+00 5.522600000000000284e-05
4.199806679686556521e+00 3.268272876739501953e+00 3.463999999999999968e+00 4.938699999999999996e-05
4.152719596451254880e+00 3.348577022552490234e+00 3.033999999999999808e+00 2.281299999999999994e-05
4.146795701014077906e+00 3.376279115676879883e+00 3.408999999999999808e+00 4.347499999999999965e-05
3.727419101976262361e+00 3.042400598526000977e+00 3.443000000000000060e+00 4.199500000000000026e-05
3.372094748159934596e+00 2.751063108444213867e+00 3.353000000000000203e+00 3.581800000000000164e-05
3.473152444829498364e+00 2.906769990921020508e+00 2.959000000000000075e+00 2.449399999999999961e-05
3.598706501065324748e+00 2.643444776535034180e+00 3.935000000000000053e+00 8.181799999999999490e-05
3.852041785661618256e+00 3.058485269546508789e+00 2.962000000000000188e+00 2.281399999999999875e-05
3.884216721837014497e+00 3.231982707977294922e+00 3.366999999999999993e+00 4.343200000000000023e-05
4.165124111546304242e+00 3.593473911285400391e+00 3.125999999999999890e+00 3.811899999999999875e-05
4.326682785471087200e+00 3.441197395324707031e+00 3.387000000000000011e+00 3.496899999999999672e-05
4.374995396715254614e+00 3.703714132308959961e+00 3.761000000000000121e+00 5.029400000000000331e-05
4.480937534535255118e+00 3.751013517379760742e+00 3.450000000000000178e+00 5.057500000000000282e-05
4.046518717259496078e+00 3.168973207473754883e+00 3.020999999999999908e+00 2.251800000000000023e-05
3.490045424213989556e+00 2.764563083648681641e+00 2.721999999999999975e+00 1.732599999999999979e-05
3.768012116237977605e+00 3.072934389114379883e+00 2.900999999999999801e+00 1.810299999999999930e-05
3.420279933303100428e+00 2.787119150161743164e+00 3.501999999999999780e+00 3.331599999999999747e-05
2.902289490384401649e+00 2.395215511322021484e+00 3.544999999999999929e+00 4.803299999999999904e-05
3.083547931438224587e+00 2.500109195709228516e+00 3.766999999999999904e+00 6.813999999999999474e-05
3.615344896022622656e+00 2.740812778472900391e+00 2.979000000000000092e+00 2.558799999999999963e-05
4.215632642797308094e+00 3.298762321472167969e+00 3.246999999999999886e+00 3.411500000000000117e-05
3.861025936533546421e+00 2.936125993728637695e+00 3.234999999999999876e+00 3.796000000000000248e-05
4.102754896809420515e+00 3.198521137237548828e+00 3.258999999999999897e+00 3.823599999999999780e-05
4.386138299493235415e+00 3.613924741744995117e+00 3.539000000000000146e+00 7.034300000000000058e-05
4.448314544761500677e+00 3.572117805480957031e+00 3.354999999999999982e+00 4.055900000000000249e-05
3.699046334738009367e+00 3.057803392410278320e+00 3.374000000000000110e+00 5.895800000000000032e-05
3.796343069619267929e+00 3.076816320419311523e+00 3.460999999999999854e+00 4.888199999999999718e-05
4.106595482509711736e+00 3.206331729888916016e+00 3.024000000000000021e+00 2.377499999999999853e-05
3.684351217769878506e+00 3.236127138137817383e+00 3.104999999999999982e+00 2.153400000000000084e-05
3.573516632461623210e+00 2.765827178955078125e+00 3.357000000000000206e+00 4.927499999999999833e-05
3.222157318110916435e+00 2.521960020065307617e+00 3.774999999999999911e+00 6.378700000000000439e-05
3.451652172326150403e+00 2.588807344436645508e+00 3.572999999999999954e+00 6.245599999999999969e-05
3.358488408478626841e+00 2.965075254440307617e+00 3.986000000000000210e+00 8.805499999999999634e-05
2.902897959049350440e+00 2.358753442764282227e+00 3.837000000000000188e+00 8.892699999999999748e-05
2.876953389820426477e+00 2.330757141113281250e+00 3.630999999999999783e+00 6.708499999999999891e-05
3.243583022325546406e+00 2.502819538116455078e+00 3.097999999999999865e+00 4.651799999999999745e-05
3.410297475071701889e+00 2.853268861770629883e+00 3.266000000000000014e+00 4.046000000000000226e-05
3.297990902806117397e+00 2.740114212036132812e+00 3.210999999999999854e+00 4.423399999999999695e-05
3.280886858145527274e+00 2.542865276336669922e+00 3.544000000000000039e+00 4.723899999999999952e-05
4.019549782491269596e+00 3.132312774658203125e+00 3.099000000000000199e+00 2.565299999999999986e-05
3.450366986183311724e+00 2.943857669830322266e+00 3.379000000000000004e+00 5.852399999999999736e-05
2.852967015457311017e+00 2.298529863357543945e+00 3.491000000000000103e+00 5.676200000000000305e-05
2.904582274604211367e+00 2.428921222686767578e+00 3.241000000000000103e+00 4.435499999999999800e-05
2.825728876003942958e+00 2.369232177734375000e+00 3.108999999999999986e+00 2.347000000000000060e-05
3.571886856683947009e+00 3.083164691925048828e+00 3.133999999999999897e+00 3.459700000000000096e-05
3.375430169691110649e+00 2.880877733230590820e+00 3.290000000000000036e+00 3.513099999999999958e-05
2.979173715693867130e+00 2.493851184844970703e+00 2.741000000000000103e+00 2.431700000000000113e-05
3.213779199004171971e+00 2.456110000610351562e+00 2.544000000000000039e+00 1.387200000000000034e-05
3.403664705795681922e+00 2.691130876541137695e+00 2.931999999999999940e+00 2.228599999999999974e-05
3.430316953898201682e+00 2.688191413879394531e+00 3.448999999999999844e+00 3.752700000000000171e-05
3.357964099159431726e+00 2.628901720046997070e+00 3.036999999999999922e+00 2.227400000000000053e-05
3.642213547086880165e+00 2.993688106536865234e+00 3.741000000000000103e+00 7.222800000000000032e-05
3.219772788761021243e+00 2.688862085342407227e+00 3.148000000000000131e+00 2.691000000000000155e-05
3.059644620331647857e+00 2.391575336456298828e+00 3.327999999999999847e+00 3.890699999999999866e-05
3.182493619452022138e+00 2.710908889770507812e+00 3.370999999999999996e+00 4.488999999999999881e-05
3.436030308238419817e+00 2.723708868026733398e+00 3.948999999999999844e+00 6.962600000000000050e-05
3.263942421496870416e+00 2.434010505676269531e+00 3.466000000000000192e+00 4.461499999999999890e-05
3.717766399588879445e+00 3.120023488998413086e+00 3.111000000000000210e+00 3.648200000000000070e-05
3.910275144594152152e+00 3.245327234268188477e+00 3.323999999999999844e+00 4.622799999999999853e-05
3.562824476432983722e+00 2.906168937683105469e+00 3.290999999999999925e+00 3.915600000000000254e-05
3.658088665512867266e+00 2.794828891754150391e+00 3.407999999999999918e+00 4.927199999999999852e-05
3.901629584247623850e+00 3.091728687286376953e+00 3.277000000000000135e+00 3.467700000000000020e-05
3.536687713079813555e+00 2.752824544906616211e+00 4.136999999999999567e+00 7.439699999999999937e-05
3.593087955375680931e+00 2.707430601119995117e+00 3.237000000000000099e+00 3.656999999999999715e-05
3.636146862779618516e+00 2.905913591384887695e+00 3.492999999999999883e+00 5.028400000000000171e-05
3.849698188502661989e+00 3.169036388397216797e+00 3.412999999999999812e+00 3.576800000000000042e-05
3.966014376668656638e+00 3.263283729553222656e+00 3.185999999999999943e+00 2.757600000000000161e-05
4.142365880500170405e+00 3.261847496032714844e+00 2.882000000000000117e+00 2.421500000000000109e-05
4.105264092848315727e+00 3.131219387054443359e+00 3.466000000000000192e+00 3.816199999999999817e-05
3.950507783957605490e+00 3.136761188507080078e+00 3.583000000000000185e+00 6.367500000000000276e-05
3.509453759999805023e+00 2.926437377929687500e+00 3.729999999999999982e+00 6.959899999999999550e-05
3.247233264084287807e+00 2.872370243072509766e+00 3.786999999999999922e+00 7.916699999999999605e-05
3.544255401633817026e+00 2.853384494781494141e+00 3.995000000000000107e+00 7.182100000000000235e-05
4.104912690465871705e+00 3.183706760406494141e+00 4.052999999999999936e+00 8.539799999999999789e-05
4.314487721253520647e+00 3.355421066284179688e+00 3.564999999999999947e+00 7.365899999999999390e-05
4.514271457881116945e+00 3.700924396514892578e+00 3.787999999999999812e+00 6.879099999999999918e-05
4.002984545371909952e+00 3.407613039016723633e+00 3.462000000000000188e+00 4.428800000000000016e-05
2.818885312163944779e+00 2.281371355056762695e+00 4.282000000000000028e+00 1.018999999999999968e-04
3.172618888389746594e+00 2.579543590545654297e+00 4.035999999999999588e+00 9.115099999999999516e-05
3.276615494211430502e+00 2.562584877014160156e+00 4.145999999999999908e+00 8.229800000000000385e-05
3.093977904142182656e+00 2.545939683914184570e+00 3.729999999999999982e+00 6.797200000000000583e-05
3.370910610178133648e+00 2.768704652786254883e+00 4.182999999999999829e+00 8.603999999999999615e-05
3.685813157388564854e+00 3.098014116287231445e+00 3.464999999999999858e+00 4.961400000000000304e-05
3.528317556489820817e+00 2.773158550262451172e+00 3.138999999999999790e+00 3.404499999999999676e-05
3.497676378589880564e+00 2.757131099700927734e+00 3.456999999999999851e+00 5.950600000000000252e-05
3.784354908991484301e+00 3.100094318389892578e+00 3.289000000000000146e+00 4.400200000000000324e-05
3.633003931092019911e+00 2.947177648544311523e+00 4.535000000000000142e+00 1.065200000000000034e-04
3.590120942870414389e+00 2.716970920562744141e+00 3.970000000000000195e+00 6.932899999999999978e-05
2.927239199582500007e+00 2.413807392120361328e+00 3.130999999999999783e+00 4.072999999999999798e-05
3.589606536798654268e+00 2.968371629714965820e+00 3.282999999999999918e+00 3.599899999999999872e-05
4.207585036470654849e+00 3.372230768203735352e+00 3.612000000000000099e+00 5.565899999999999683e-05
4.611649643895637141e+00 3.796723127365112305e+00 3.806000000000000050e+00 8.394599999999999892e-05
4.424300340221646977e+00 3.507090568542480469e+00 3.549999999999999822e+00 6.719100000000000094e-05
4.146291737704674851e+00 3.311884403228759766e+00 3.033999999999999808e+00 2.930300000000000049e-05
3.466763971053493432e+00 2.734310626983642578e+00 3.686999999999999833e+00 5.849099999999999954e-05
3.788445109021238544e+00 3.319610357284545898e+00 3.918000000000000149e+00 6.588300000000000601e-05
3.922246322930449391e+00 3.192558288574218750e+00 4.405999999999999694e+00 1.022500000000000053e-04
3.688252604781328436e+00 2.908466339111328125e+00 4.325000000000000178e+00 1.208699999999999998e-04
3.311090250811063562e+00 2.609058856964111328e+00 3.315999999999999837e+00 4.708800000000000046e-05
2.989231880771484828e+00 2.527665615081787109e+00 3.341000000000000192e+00 3.959599999999999833e-05
3.101475192773571532e+00 2.575610160827636719e+00 3.970000000000000195e+00 7.775899999999999869e-05
3.723802594340811734e+00 3.038596630096435547e+00 4.150000000000000355e+00 1.000399999999999976e-04
4.038857653854592833e+00 3.247802495956420898e+00 3.673999999999999932e+00 5.984699999999999807e-05
4.066972944439888771e+00 3.168823480606079102e+00 3.407999999999999918e+00 5.969499999999999682e-05
3.270934407375418740e+00 2.663638591766357422e+00 3.438000000000000167e+00 4.752199999999999664e-05
3.202389452179419838e+00 2.451593160629272461e+00 3.468999999999999861e+00 5.860400000000000337e-05
4.099900442088218355e+00 3.053799867630004883e+00 3.379000000000000004e+00 3.860900000000000253e-05
3.824480561421496727e+00 3.026135206222534180e+00 4.016000000000000014e+00 7.783000000000000530e-05
3.818949065238185003e+00 2.859263181686401367e+00 3.298000000000000043e+00 2.749599999999999898e-05
3.821921071136219261e+00 3.086820363998413086e+00 2.777000000000000135e+00 1.901200000000000025e-05
3.763225917024522804e+00 3.036837100982666016e+00 3.378000000000000114e+00 5.600899999999999857e-05
3.391986892002799348e+00 2.648186206817626953e+00 3.821000000000000174e+00 6.818499999999999854e-05
3.209185507081557809e+00 2.549716472625732422e+00 3.278000000000000025e+00 3.561400000000000156e-05
3.724396211087326325e+00 2.979806661605834961e+00 3.629999999999999893e+00 5.133699999999999993e-05
3.676041460086877599e+00 2.940208673477172852e+00 3.415000000000000036e+00 4.377900000000000216e-05
