# Nygaard Kirkwood HullRad SAXS_weights
5.503869592346612549e+00 4.256084918975830078e+00 6.121999999999999886e+00 1.253899999999999904e-04
5.452425227565099064e+00 4.377802371978759766e+00 5.663999999999999702e+00 7.789899999999999396e-05
5.368788126604677302e+00 4.272017955780029297e+00 5.935999999999999943e+00 5.963600000000000297e-05
5.730937022195517372e+00 4.533076286315917969e+00 6.282000000000000028e+00 1.333700000000000055e-04
6.015546707338580212e+00 4.493896007537841797e+00 6.392000000000000348e+00 7.459700000000000423e-05
6.212691982151086201e+00 4.708720207214355469e+00 5.663000000000000256e+00 3.769599999999999958e-05
6.273500096665076242e+00 4.822708129882812500e+00 5.809000000000000163e+00 4.348399999999999905e-05
6.797789452399612742e+00 5.218270301818847656e+00 5.695000000000000284e+00 3.357400000000000076e-05
6.773340113086615766e+00 5.561592102050781250e+00 6.272000000000000242e+00 4.538500000000000000e-05
5.943379154893815297e+00 4.571045875549316406e+00 7.110000000000000320e+00 9.415300000000000470e-05
5.451119581034284955e+00 4.278878211975097656e+00 7.472000000000000419e+00 5.659599999999999820e-05
4.899446405149204153e+00 3.900239229202270508e+00 6.599999999999999645e+00 8.898000000000000527e-05
5.146974707970862539e+00 4.332163333892822266e+00 6.479000000000000092e+00 1.226099999999999933e-04
5.001970106137581418e+00 4.214250087738037109e+00 6.775000000000000355e+00 8.829900000000000281e-05
5.193186842992885133e+00 4.334424018859863281e+00 7.041999999999999815e+00 9.529399999999999937e-05
5.514894280640908697e+00 4.691383361816406250e+00 6.152999999999999581e+00 3.851900000000000170e-05
6.134361432781683554e+00 5.555209636688232422e+00 5.645999999999999908e+00 3.910199999999999933e-05
6.038029031442714079e+00 5.095442295074462891e+00 5.366999999999999993e+00 2.954400000000000038e-05
6.280809352821177249e+00 4.943585395812988281e+00 5.684000000000000163e+00 8.469100000000000618e-05
6.630879831523721180e+00 4.984601497650146484e+00 5.721000000000000085e+00 6.866800000000000052e-05
6.852073438920241344e+00 5.199207305908203125e+00 5.565000000000000391e+00 5.079499999999999733e-05
7.039968263367957668e+00 5.848672389984130859e+00 5.907000000000000028e+00 4.488399999999999920e-05
6.645837899037958962e+00 4.873587608337402344e+00 5.389999999999999680e+00 4.489700000000000060e-05
6.238635353221381408e+00 4.804499626159667969e+00 5.517999999999999794e+00 1.966199999999999911e-05
6.469110862455901056e+00 4.752093315124511719e+00 5.599000000000000199e+00 1.887099999999999940e-05
6.517060809064122218e+00 5.098656177520751953e+00 5.493000000000000327e+00 3.540700000000000168e-05
6.154824899816950357e+00 4.778810977935791016e+00 5.253000000000000114e+00 3.746699999999999889e-05
5.758066168208519464e+00 4.467601776123046875e+00 5.362000000000000099e+00 3.475500000000000182e-05
5.419967534400871756e+00 4.304941177368164062e+00 4.838000000000000078e+00 1.709099999999999950e-05
5.450088214030227363e+00 4.381011486053466797e+00 4.644000000000000128e+00 1.110300000000000025e-05
6.034287172157005052e+00 4.771773338317871094e+00 5.735999999999999766e+00 4.416599999999999693e-05
6.355983468017877058e+00 4.848636150360107422e+00 5.926000000000000156e+00 6.637799999999999365e-05
6.445462314833690698e+00 4.975476741790771484e+00 5.639999999999999680e+00 3.211900000000000199e-05
5.975209222967324152e+00 4.722616672515869141e+00 5.927999999999999936e+00 4.373300000000000294e-05
5.517024291414291071e+00 4.307317733764648438e+00 5.865999999999999659e+00 3.134300000000000128e-05
5.698929117491348784e+00 4.585386753082275391e+00 6.383000000000000007e+00 8.204899999999999997e-05
5.998491253637864062e+00 4.674573898315429688e+00 6.562999999999999723e+00 5.489599999999999753e-05
6.140699578938102476e+00 4.853579044342041016e+00 5.514000000000000234e+00 3.197300000000000034e-05
6.212025403827196257e+00 4.992819309234619141e+00 4.556000000000000050e+00 6.853999999999999938e-06
6.048343031900028421e+00 4.965742111206054688e+00 5.445000000000000284e+00 3.887899999999999825e-05
5.249588899044755230e+00 4.281424999237060547e+00 5.878999999999999559e+00 3.497899999999999832e-05
5.257872561526639288e+00 4.415349483489990234e+00 5.508000000000000007e+00 3.536700000000000206e-05
5.388033931573499302e+00 4.752690315246582031e+00 5.480999999999999872e+00 2.677599999999999910e-05
5.833603401992530024e+00 4.799254417419433594e+00 4.883000000000000007e+00 2.204799999999999965e-05
6.508350368374715700e+00 5.225207328796386719e+00 4.500000000000000000e+00 1.610499999999999912e-05
6.518353378778459550e+00 5.329279422760009766e+00 5.334999999999999964e+00 4.110099999999999832e-05
6.705900052709438341e+00 5.350150585174560547e+00 5.729000000000000092e+00 4.717599999999999691e-05
6.631428845434375496e+00 5.185933113098144531e+00 5.315000000000000391e+00 4.290299999999999903e-05
6.460931788458951885e+00 4.903110027313232422e+00 5.320000000000000284e+00 2.410299999999999945e-05
5.917754761045974199e+00 4.623194217681884766e+00 4.496000000000000441e+00 1.051200000000000032e-05
5.624535548253762229e+00 4.678404331207275391e+00 5.355000000000000426e+00 1.091399999999999918e-05
5.680939705808823348e+00 4.633925914764404297e+00 5.033999999999999808e+00 1.284700000000000083e-05
6.021377748253902595e+00 4.937238216400146484e+00 5.267999999999999794e+00 2.637399999999999855e-05
5.868397883267769899e+00 4.992754459381103516e+00 5.049999999999999822e+00 1.684300000000000120e-05
5.881093137481647304e+00 4.742993831634521484e+00 4.363000000000000433e+00 3.477399999999999944e-06
6.133501198389821774e+00 4.989521503448486328e+00 4.616999999999999993e+00 1.152999999999999972e-05
6.746215489472435323e+00 5.617362499237060547e+00 5.100999999999999979e+00 2.519099999999999988e-05
6.750108217514475761e+00 5.632441520690917969e+00 5.719000000000000306e+00 5.645600000000000293e-05
6.974317189609567258e+00 5.817498207092285156e+00 5.777000000000000135e+00 6.164399999999999459e-05
7.227497824333887877e+00 5.862103939056396484e+00 5.668000000000000149e+00 6.360600000000000054e-05
7.246956717175342177e+00 5.636719703674316406e+00 5.036999999999999922e+00 1.720499999999999875e-05
7.510539245469646907e+00 5.883502483367919922e+00 5.895999999999999908e+00 6.439700000000000025e-05
7.370404846072529992e+00 5.799390316009521484e+00 5.961000000000000298e+00 8.119599999999999984e-05
7.368100008720551486e+00 5.589251995086669922e+00 5.650000000000000355e+00 4.000200000000000088e-05
7.115434739164387956e+00 5.417616367340087891e+00 5.836999999999999744e+00 4.917599999999999809e-05
7.039809844063507960e+00 5.445086479187011719e+00 6.410999999999999588e+00 5.662099999999999880e-05
7.317982043725118402e+00 5.440708160400390625e+00 6.456000000000000405e+00 6.032400000000000045e-05
7.642820769504187872e+00 5.749535083770751953e+00 5.642000000000000348e+00 2.868200000000000084e-05
7.698828854255741483e+00 5.631112575531005859e+00 5.591000000000000192e+00 2.984100000000000110e-05
7.708930558717675297e+00 5.835406780242919922e+00 5.405000000000000249e+00 1.702599999999999928e-05
7.432095243363268544e+00 5.620540618896484375e+00 5.695000000000000284e+00 4.580300000000000175e-05
7.175718089811125466e+00 5.179904937744140625e+00 4.770999999999999908e+00 1.637699999999999922e-05
7.152786369154080504e+00 5.243172168731689453e+00 5.778999999999999915e+00 3.529799999999999984e-05
7.137683730539849947e+00 5.352208137512207031e+00 6.697000000000000064e+00 6.172599999999999821e-05
7.036638824328268704e+00 5.512392044067382812e+00 6.458999999999999631e+00 9.157699999999999413e-05
7.157381851080377722e+00 5.684335708618164062e+00 6.532000000000000028e+00 7.988499999999999833e-05
7.273157635020082168e+00 5.574045181274414062e+00 6.049000000000000377e+00 4.758099999999999727e-05
7.119606049983262963e+00 5.576380729675292969e+00 6.405999999999999694e+00 4.635399999999999699e-05
6.954349317793298901e+00 5.507563591003417969e+00 6.745000000000000107e+00 9.293099999999999505e-05
6.923101616535721980e+00 5.207104682922363281e+00 6.589000000000000412e+00 1.495000000000000018e-04
7.203369358559345237e+00 5.048814296722412109e+00 6.421000000000000263e+00 9.272500000000000414e-05
7.509366368704485595e+00 5.902637004852294922e+00 6.418000000000000149e+00 3.573500000000000260e-05
7.771382164989873331e+00 5.933807373046875000e+00 5.932000000000000384e+00 4.308700000000000268e-05
7.582432465322993309e+00 5.774660587310791016e+00 5.155999999999999694e+00 2.195100000000000041e-05
7.363036499836087323e+00 5.370884418487548828e+00 5.964000000000000412e+00 5.264299999999999725e-05
7.253873810364959596e+00 5.617044448852539062e+00 6.253000000000000114e+00 6.992199999999999902e-05
7.272744843403904369e+00 5.393089771270751953e+00 6.358999999999999986e+00 7.764799999999999925e-05
7.070315115303043463e+00 5.212140560150146484e+00 6.932999999999999829e+00 5.554799999999999739e-05
6.761309818334650501e+00 5.250664710998535156e+00 6.347000000000000419e+00 3.476400000000000123e-05
6.416185591335083593e+00 4.770252227783203125e+00 6.209999999999999964e+00 2.624100000000000168e-05
6.665084921196121392e+00 5.083215236663818359e+00 5.902000000000000135e+00 4.065899999999999815e-05
6.519884332331746357e+00 5.105412960052490234e+00 5.841000000000000192e+00 4.129899999999999880e-05
5.960202074322570986e+00 4.773999691009521484e+00 6.280000000000000249e+00 4.478799999999999877e-05
5.974127397951492391e+00 4.836576938629150391e+00 5.918000000000000149e+00 4.462800000000000030e-05
5.629948308512823907e+00 4.575703620910644531e+00 5.482000000000000206e+00 2.392300000000000118e-05
5.268842095966088657e+00 4.266795635223388672e+00 6.607000000000000206e+00 8.732599999999999705e-05
6.153704434796907208e+00 4.911805629730224609e+00 6.735999999999999766e+00 5.685400000000000149e-05
6.846874490816984071e+00 5.262430667877197266e+00 6.379999999999999893e+00 5.252200000000000298e-05
7.015553979959831210e+00 5.465557098388671875e+00 6.105999999999999872e+00 4.353899999999999768e-05
7.218708814968644916e+00 5.582395076751708984e+00 6.216999999999999638e+00 6.797100000000000364e-05
7.169162334124327352e+00 5.176309585571289062e+00 6.259000000000000341e+00 6.074500000000000201e-05
7.198650467966304589e+00 5.411830425262451172e+00 6.511999999999999567e+00 7.026799999999999876e-05
6.999190126447359717e+00 5.476443767547607422e+00 6.424999999999999822e+00 3.646100000000000209e-05
6.953146978253569088e+00 5.519018173217773438e+00 6.495000000000000107e+00 9.617200000000000011e-05
6.959056227787177029e+00 5.642765998840332031e+00 6.722999999999999865e+00 7.111399999999999709e-05
6.748092821746281444e+00 5.334669589996337891e+00 6.517999999999999794e+00 4.421500000000000273e-05
6.497248950098159170e+00 4.828458309173583984e+00 6.355999999999999872e+00 9.792499999999999501e-05
6.495838269903916107e+00 4.480862617492675781e+00 6.198999999999999844e+00 1.139000000000000038e-04
6.686073257217165278e+00 4.761189937591552734e+00 5.955000000000000071e+00 6.779599999999999938e-05
6.897884755695022463e+00 5.321589946746826172e+00 5.448999999999999844e+00 3.795900000000000028e-05
7.038493852618894486e+00 5.290477275848388672e+00 6.110000000000000320e+00 4.970799999999999909e-05
6.959462195149550112e+00 5.245247840881347656e+00 5.540000000000000036e+00 1.261999999999999945e-05
6.782337541706326078e+00 5.292463779449462891e+00 5.915000000000000036e+00 4.808899999999999986e-05
6.707289065462998856e+00 5.552696704864501953e+00 6.216999999999999638e+00 4.401700000000000225e-05
6.596968741703965300e+00 5.175107955932617188e+00 6.004999999999999893e+00 3.334799999999999988e-05
6.679335927473303514e+00 5.280664443969726562e+00 5.836999999999999744e+00 3.470399999999999841e-05
6.723365594234204323e+00 5.129652023315429688e+00 6.663000000000000256e+00 7.972100000000000464e-05
6.824444979187546778e+00 5.066466808319091797e+00 6.341999999999999638e+00 7.054800000000000285e-05
7.062834875702115767e+00 5.423284053802490234e+00 6.517999999999999794e+00 6.185399999999999427e-05
6.824384053603671063e+00 5.293043613433837891e+00 6.551999999999999602e+00 7.484900000000000114e-05
6.601723021981041661e+00 5.455592632293701172e+00 6.182000000000000384e+00 6.273500000000000159e-05
5.671492416123964375e+00 4.596342086791992188e+00 6.213000000000000078e+00 7.558099999999999346e-05
5.080267451382681543e+00 4.123960971832275391e+00 6.173000000000000043e+00 2.678900000000000050e-05
5.071407239569496461e+00 4.216888904571533203e+00 6.253999999999999559e+00 6.243099999999999908e-05
4.766426409007928910e+00 3.799150228500366211e+00 6.349999999999999645e+00 4.547800000000000063e-05
5.041845171070309384e+00 3.998645782470703125e+00 7.394999999999999574e+00 8.276399999999999567e-05
4.990999581235814553e+00 4.192276477813720703e+00 6.658999999999999808e+00 1.131599999999999940e-04
4.486743942496033810e+00 3.732119798660278320e+00 6.551999999999999602e+00 4.650800000000000263e-05
4.094657458517483306e+00 3.451314210891723633e+00 6.701999999999999957e+00 1.544299999999999970e-04
4.582479546664266046e+00 3.759412050247192383e+00 6.217999999999999972e+00 1.068499999999999951e-04
4.940989055051061563e+00 4.196464061737060547e+00 5.371999999999999886e+00 4.662800000000000148e-05
5.409581001391400079e+00 4.185266494750976562e+00 5.495000000000000107e+00 4.217200000000000213e-05
5.882978878953902147e+00 4.699411869049072266e+00 5.298000000000000043e+00 4.119500000000000115e-05
6.003661257720979805e+00 4.650755405426025391e+00 5.174000000000000377e+00 3.089200000000000171e-05
6.470568490608899381e+00 5.108793258666992188e+00 5.315999999999999837e+00 3.278700000000000304e-05
6.490020950335855687e+00 5.136512756347656250e+00 6.017999999999999794e+00 4.298800000000000245e-05
6.109722223249018924e+00 4.846522808074951172e+00 5.429999999999999716e+00 3.409100000000000276e-05
5.698317045118838742e+00 4.667170524597167969e+00 5.405000000000000249e+00 3.622199999999999980e-05
5.643598825476006553e+00 4.520079612731933594e+00 5.886000000000000121e+00 8.705499999999999914e-05
5.660887822793358559e+00 4.205898284912109375e+00 5.591000000000000192e+00 3.043799999999999894e-05
5.588020546512499465e+00 4.299660682678222656e+00 5.567000000000000171e+00 3.591400000000000207e-05
5.513249707376102648e+00 4.108894348144531250e+00 5.490999999999999659e+00 6.349799999999999412e-05
5.181651747023479082e+00 4.127530097961425781e+00 5.927999999999999936e+00 3.917499999999999677e-05
5.377622546972873785e+00 4.279246330261230469e+00 6.033999999999999808e+00 7.025100000000000214e-05
5.820902900176055716e+00 4.638505935668945312e+00 5.969000000000000306e+00 7.310899999999999409e-05
6.177588210390650758e+00 4.410951137542724609e+00 5.618999999999999773e+00 4.520000000000000092e-05
6.105063752796171528e+00 4.546916007995605469e+00 5.477000000000000313e+00 2.082500000000000136e-05
