# Nygaard Kirkwood HullRad SAXS_weights
2.895722069746959892e+00 2.259499788284301758e+00 2.857000000000000206e+00 2.099399999999999923e-05
2.910143680439765568e+00 2.176426649093627930e+00 2.837000000000000188e+00 3.103199999999999698e-05
3.130976669590533668e+00 2.561038017272949219e+00 3.044999999999999929e+00 1.700500000000000134e-04
2.567801672611513375e+00 2.035727739334106445e+00 2.552000000000000046e+00 2.992300000000000133e-06
2.709570020194632445e+00 2.164788246154785156e+00 2.603000000000000203e+00 1.373600000000000028e-05
3.124894595412147424e+00 2.564831495285034180e+00 3.162999999999999812e+00 1.717699999999999902e-04
3.342086010562425713e+00 2.520449638366699219e+00 3.105999999999999872e+00 7.574999999999999811e-05
2.756416999931853073e+00 2.122255563735961914e+00 2.697999999999999954e+00 9.765499999999999929e-06
2.602028291901445023e+00 2.075093030929565430e+00 2.464999999999999858e+00 9.122900000000000356e-06
2.389534958015171462e+00 1.846237421035766602e+00 2.302000000000000046e+00 7.064200000000000483e-07
2.964245952284318975e+00 2.299822092056274414e+00 2.802999999999999936e+00 2.828899999999999969e-05
3.070440151347480828e+00 2.423561573028564453e+00 2.919999999999999929e+00 9.331599999999999899e-05
3.028821698507451199e+00 2.470139980316162109e+00 3.044999999999999929e+00 8.724599999999999782e-05
2.726767637940039180e+00 2.093420505523681641e+00 2.706999999999999851e+00 6.494999999999999648e-06
2.443861605799388492e+00 1.943824768066406250e+00 2.399999999999999911e+00 2.462300000000000125e-06
2.884100080450001435e+00 2.261586666107177734e+00 2.766000000000000014e+00 2.688999999999999835e-05
2.751703808588446432e+00 2.144345283508300781e+00 2.633000000000000007e+00 1.495600000000000046e-05
2.684800835749659331e+00 2.144792079925537109e+00 2.572000000000000064e+00 1.929699999999999837e-05
3.430216639560412339e+00 2.632457971572875977e+00 3.265000000000000124e+00 1.420799999999999949e-04
2.823382227840395053e+00 2.275469064712524414e+00 2.665000000000000036e+00 3.191299999999999752e-05
3.012568826890146489e+00 2.303561210632324219e+00 2.665999999999999925e+00 2.344400000000000119e-05
3.251062914388776370e+00 2.531690120697021484e+00 3.121999999999999886e+00 1.678399999999999922e-04
2.575842063547203686e+00 2.076296567916870117e+00 2.541999999999999815e+00 7.525399999999999981e-06
3.048132467517307820e+00 2.284863710403442383e+00 2.799999999999999822e+00 4.356000000000000307e-05
3.136594694971389430e+00 2.471693515777587891e+00 3.067000000000000171e+00 8.452499999999999456e-05
3.239992535469339519e+00 2.463073015213012695e+00 3.085999999999999854e+00 4.128299999999999760e-05
2.579111557277827593e+00 1.984146952629089355e+00 2.629000000000000004e+00 2.505999999999999808e-06
2.828208973254485947e+00 2.313536405563354492e+00 2.818000000000000060e+00 3.459400000000000116e-05
2.888872000205987334e+00 2.356334924697875977e+00 2.834000000000000075e+00 6.746900000000000065e-05
2.633324928328387937e+00 2.171131610870361328e+00 2.583000000000000185e+00 1.480700000000000070e-05
3.121563021963830842e+00 2.345721721649169922e+00 2.870999999999999996e+00 3.804499999999999912e-05
2.420410074775387610e+00 1.952737092971801758e+00 2.375000000000000000e+00 1.776800000000000081e-06
2.882150654280665414e+00 2.262496471405029297e+00 2.745999999999999996e+00 1.863899999999999891e-05
3.263301513666897247e+00 2.505652904510498047e+00 2.931999999999999940e+00 1.163799999999999937e-04
2.492643749452312374e+00 1.919474840164184570e+00 2.406000000000000139e+00 1.873599999999999942e-06
3.027994254530824492e+00 2.294079303741455078e+00 2.644000000000000128e+00 4.655499999999999726e-05
2.728782709023955810e+00 2.275624513626098633e+00 2.696000000000000174e+00 2.132700000000000096e-05
3.081166936428773262e+00 2.358657598495483398e+00 2.927000000000000046e+00 6.748599999999999727e-05
3.387079820189954127e+00 2.623985767364501953e+00 3.142999999999999794e+00 1.297000000000000084e-04
2.468194592248052377e+00 1.935197472572326660e+00 2.388999999999999790e+00 1.484199999999999910e-06
3.257891365124449212e+00 2.652563095092773438e+00 3.382000000000000117e+00 3.233800000000000108e-04
3.049031391636836119e+00 2.313592433929443359e+00 2.786999999999999922e+00 1.957300000000000047e-05
3.207246599894332029e+00 2.469212770462036133e+00 2.992999999999999883e+00 9.576500000000000214e-05
3.151134421513387629e+00 2.499943256378173828e+00 3.124000000000000110e+00 5.308599999999999962e-05
2.836721913235642933e+00 2.178382158279418945e+00 2.696000000000000174e+00 2.017600000000000131e-05
2.522885626470234843e+00 1.923006296157836914e+00 2.399000000000000021e+00 1.876499999999999948e-06
2.693468669337327093e+00 2.242891311645507812e+00 2.802999999999999936e+00 1.427099999999999940e-05
3.218637310175186173e+00 2.513076066970825195e+00 3.076999999999999957e+00 7.799100000000000596e-05
2.539839459295110569e+00 1.989914536476135254e+00 2.519000000000000128e+00 1.852200000000000029e-06
2.883183535064598235e+00 2.352016925811767578e+00 2.803999999999999826e+00 4.546799999999999903e-05
2.460461678623624859e+00 1.943633556365966797e+00 2.366000000000000103e+00 1.393799999999999894e-06
3.174324814339784417e+00 2.450165510177612305e+00 3.080999999999999961e+00 3.402699999999999795e-05
3.197971422623484550e+00 2.667636394500732422e+00 3.161999999999999922e+00 2.634000000000000057e-04
2.363443923029070692e+00 1.901371836662292480e+00 2.362000000000000099e+00 1.437900000000000031e-06
2.861072232913274060e+00 2.147312641143798828e+00 2.658999999999999808e+00 1.095899999999999960e-05
3.216189828597909361e+00 2.612851858139038086e+00 3.120999999999999996e+00 2.450899999999999997e-04
3.415039659082319101e+00 2.668637037277221680e+00 3.093999999999999861e+00 1.715800000000000072e-04
2.964803031653088450e+00 2.437129735946655273e+00 3.077999999999999847e+00 1.079199999999999967e-04
3.114185367426236084e+00 2.500297546386718750e+00 3.161000000000000032e+00 8.327799999999999786e-05
2.897413370469163141e+00 2.233509063720703125e+00 2.822999999999999954e+00 1.002300000000000043e-05
2.774646104538725400e+00 2.265593290328979492e+00 2.677000000000000046e+00 3.723400000000000299e-05
